Block = 5971344,Price = 0.075948
Address,XP
0x265169705a0bbb351f4f7fbf07b0d43ecb74a820,1520
0x14a83cc134cb0c54d43982eadef35b63370653a2,25
0x0060f6ac85690859c4b658eb09657aa2b7adf5b1,225
0x383bfc1d3ca6925d5bdce6010d0255438dd96c3a,2290
0xed11819fc61943ab7944ba944a104ad5c75af6b3,1520
0x44a0ab343ba3c4d86e2eb7835ee995a22c6a72fb,1090
0x5bb83d131db693184b6586e79fe32a49f335fca4,945
0xe510a8c783e001170ce327832b73bc2cc163ddf9,10
0x333b14873329cf9fab7b4787e5c9e0166ac902f3,10
0x1c041dc0ea476c4d4d87e76ce1a89dc4def02fd1,40
0xad3b696d648b45fd9ecb4c995de5095913e0beb0,75
0xb4797cc5cb901d10372edbc4229181841b5af9d3,110
0x0cb42ca590f632da35a1d8ecc79f5a57839c65e2,10
0x5503e1185c486c327b999b094b151474c1b9bb1f,1875
0xca6ff42933c0c76e9ae059b495476fad3e366494,5
0x6e92faa18fab7b8a2357cc78630fd73ea2a23e25,5
0x7b9bb19911763a372e35f95d0e31031c0884b6ec,110
0x39ce004870283a3094b2c9d9e7c3327490fd9f34,1565
0xd915f417ccba5966dddba3135755c22b4f25fc5b,15
