Block = 2221273,Price = 2.110000
Address,XP
0x26cb795acd2891129b2581425e73efe9a2f46c04,5
0xbf794aeacd2cccfe19ac3c0c59b7b5f217e34bea,135
0xd21895ecac23f5f3e9fa67180ca7e1fec3223140,20
0xb4c2fa40b941ecaafc2b342ea936fda060e1078f,30
0x6e300d553fed81ab251ef85fe1226f2a1d9b6e0a,5
0x17a14e8a643ffbdac6bded8523e39278158419f0,10
0xf39d75f3d04fec658f966b105d5d96b91e426712,10
0x069a37484c035965df01bb92b66fb0608e56b560,10
0xac3933577b8359f22fff0094f759dedf3c68c4c7,20
0x5c862263a01b05a6aae84840f599844191ab44c2,210
0xe04f44013d4cf0af6a6079ff919b02fd58c8ddfa,10
0x4ab5301ea48bb85e2d51800407f9357b69f254b0,15
0x6e4d81b632ee459af61fb82e73d4e87ff6de70cb,5
0x6304a7d2a7ba7754838331267d4a819d57093e3b,65
0xc73fd8a867c95e62dd75be1e9d68226fb6797a48,5
0x2726e0f1518721791833b2836c56bc99014bef7f,10
0xbf3838ac8bb367082ea17ad5fb266eaccf63bd0f,20
0x9717b0191798e7d1d07aea238dabafe21f7502cc,5
0xf5c94cbeda370dab1860e641ca54c5e64381194c,5
0x7987811584c27fb03c615f4165e487b6d9945d64,10
0xa0abc6c7994a0c5f708128079807b4fce847c5b2,10
0x8a855a7b8fac26d8dbfbcded6b9e46597f7a6e5c,5
0x0900686ebe858823f03dce4b9b2d410b416d2509,5
0xf93bee3e6c159f51581e39dcbf97db9727690a6a,10
0xca07b178efe70dde86fcbf6627c3180158e421fa,10
0x395fc9a7b8b2371721aaceba07cf7ae23f55ba14,5
0x226fddba071f241cff19231eaa5ae4dec0187bb9,5
0x29a687b240237c27cf1d1cc6ad8fe8d9bfd7c42d,105
0xf9edf5c98b6c927d34363cd4366ffa2290e8ef6e,55
0xdacb4e2c0e2c3b87c0eea15a277e86679d017cc6,10
0x8ce60e19025acb362094a92f0af45a021042ed56,10
0x88bf17fcaa40f709365e0e9fcd6d6fcfb9be600c,5
0x87f376e28ab1b524db990622c2d8daf0f1127ceb,10
0xd7cf75f74546b6ae6fdfa5396ae7f4778eea3287,80
0x860fefe7c2e1cea51bc0cae079237d5ef183945e,20
0x7c99dbc1965713b61cfba461a791abc613f33831,5
0x807ed8405211a02c88b70e5a8ccc7e112a36b212,20
0x6b978c66372c6cea1d12b3dddb3e33e57d13397d,5
0x8988796514524fe52e0c53ad4c5fd2d8bbf1e15c,5
0x425fd9fcf107fce6aa7b5790c3dbf0e3bc6bd4a6,5
0xd31e9a3e1321c89bb6b400eae70a507e49c1f4be,5
0x424fd45687eb0124c8b18e0a542ba3aca18528d5,5
0x2b5a0be5940b63de1eddccca7bd977357e2488ed,5
0xa5fea82fafd41528295b575ae6f210b21b25f7ef,10
0x30351fcdd8933842d3a43bdfba374cce0cd3e526,5
0xb998f51cf183acb6511fecfb41c5f77527d9d69b,5
0x794d454df589dcdfd1a6c87a96de89b252edd051,5
0x9baca40bfb1882d3766fb579a9f9be0cd0577d23,295
0xc709bc89f76e3eda7496ceb3b2949e775d757488,5
0xee92d09e425bf454dd799352b369fcb307142e88,5
0xb4f80c541f2f0576be61676ccffe0e5b4dcf5f5e,5
0x86c16f44bc75851a9e2e16e28366add78169fea9,5
0x1bcdee41192e0dba99c2ad4ded36cdce0a563f18,45
0x5f7782b815378ddc42e6f33e7122e3b6bbcee23d,5
0xc26308b49f7cd54be1eafa3da68db45b56786307,5
0xc0fc6fee9df09115378acc845c165135ecf67fa7,20
0x7e00c573fffc25a7721fa88e098d2f3de0a1feed,5
0x286a99726e1248747c19b8dc24f6d15a1151205b,5
0x1bc9c6cd1d831c53f368898fe68ab6af9f8fe2f8,5
0x339c4d0f0113896085c78275c64c90279cd17f76,10
0x21093947278aec469f300a7e4515999316885783,10
0x37ece087ee175e2e14e6620f2b3585f9471db37f,15
0x05e5f257bd0b215f79d6968160e764463928ee0e,5
0x0bba9956e4daf62b142228c631af56a59946291a,10
0x088f40dec117b678eb506acab4bc51588f4d128c,2315
0x3fc323a7592eb96c6e18539ac6ab57f27dffcd6b,40
0x70640bcdda09d1956706257f91e52642ecd6c9ea,5
0x7e5262515b4562168ced6b16c21d48ded8be6457,20
