Block = 2794057,Price = 0.981100
Address,XP
0x09ecf5637e6ac1cc887350922f616e3d03ec1c06,30
0x8c7230005afa83d2b8507f55aad64b04437152ef,5
0xcb387413520cdc8ca9bd80dbc4d20b2ec1b0881d,55
0x815b6a9e13de7d98eae2b2a114115d346383d504,5
0xfe91f9b32f7891c0eea112043dda9f1dafb0aa8f,15
0x50af4ae3d7aed925462f588d0d2b4cd40f1fcead,70
0x23e836e74198b11dfe646890676c0717641af5e0,30
0x5ed1df0016d7f91c4b4a9b4cb085bd23e8a7c85a,5
0x361d6a0a6ce25c833081daa7c31c416d4295ec5a,5
0xb3537919f8b4bca79ac0e7df8b5f254f4f88bc37,5
0xc99f3964b77af2a985978970c1d1fea015d2420f,5
0x53120b12b3d2fbbf6af3e00297f2c2573d84f599,210
0x39bda5095ed65f1ad5b9d6ece617ca0ec09f6c33,10
0x29b85b666a45a50c358fe5e43fbbc9ff1ba792e1,10
0xdd1fe18e9fc6ac20a37f0a03b3e36aad4a6ca297,20
0x2e2768add2b89380c45e9852846ed16275b48200,5
0x33c683563071e2234ad0b4ff27e8d684623cab6d,10
0xc9b7c7495680289f3faf9bd57e526a451daa17c5,5
0x97e51dbcd71a7389a358bebf801a154d0e21ba9b,15
0xf87c56ebe182ac6866c5168fb24e1beea1ffaa63,160
0xd27fadcb642657e599394da3356e137d92bc1914,70
0x2d1258fceacaf33d3da0d2a017525ad468917125,5
0x6eca18a7ad9d2df02d84ca61f65e410d63f3e616,50
0x7ad157e2b175e1a7e3c86a78463e8d5c601dfc32,15
0x83967b8338c1bdf00aa03f940f1ba67656699aa2,5
0x6d11456485122874b0b579697c8c18e7697d7fcc,10
0x29a687b240237c27cf1d1cc6ad8fe8d9bfd7c42d,35
0x71243ce01d5290619b0bec3bd0be2f312e83359b,5
0xa25207bb8f8ec2423e2ddf2686a0cd2048352f3e,40
0xd21895ecac23f5f3e9fa67180ca7e1fec3223140,5
0xaf05edcc99c839c8bc25c6ce72f1e57a19fdd7cd,5
0x4dcbb641b20917ca46ecf7201b16fcb05721f0f8,5
0xf5cf5ce27381f4b0785c8ee6b03ef13915dae3c7,10
0x2e8f6beb98f6d22a9aa5b78f3ec4abefd800ba19,50
0x3b3f389d556acf95b011a09a0c3fd970589f039e,15
0xbcaa74f9ac5f33d7e5a04edbb5aaf223195b1e81,10
0xc9372f498ab433058e5bce0d42977e4eabcc3fd4,20
0xa16e3aadd14dc380d3f8e3c32b6314d08df8e989,45
0x7994bdf209070b8602a27299135095ec3dc39577,15
0x908eea6ac3816466f46957cba1e46da54de82706,15
0x79352507fb3f6979874249fd2295db48f56909e0,5
0xdd5d15db48b7ddb92b53e5d4490b64c10133b95a,80
0x02f85421dc11dd6979a59a85e5f4dc261d34c9a5,40
0x6c4208c7efcb3ea806f5b678fb86c74d669e871a,5
0x3273dc17fecb1e8e7e7276bf936364af9af88c2d,5
0x5474a93c5b263aeb095cb283785e75fce39e2e9a,25
0xde8e5b8dd62861703f5e1376d82c67508d015508,55
0x4a511876050a5e91faf8621b0167614f0fb39d7c,30
0x9280db799a830ef077a0484007ab31c844680818,15
0x6f8949bd9379944c2b48fe775e2b422015a39150,75
0xb25c6f79a3ca7d11274d42dd75d89eed9f30acaf,10
0x497c962a39f7f028ff69f5564eb4f3067f1a3a3c,20
0xb8c43ddb7061bbe8aaf8d0f5b2c08b18c5f9a0d6,10
0xd265c6f6ca55a020fb65d033fefed9d969158da6,295
0x87bd379f53e2e42bccc7d4d0622ff6a1c17605da,20
0xa2f4d032103ad454e04d968beaacb4799281e8cc,5
0x359f83199f49ecb9181c3e77681fd390e4515b32,10
0xc72e316d149367babe1234697e390ed43f77d23e,165
0x67775a30ae470e2cb0854395f1f69401ac4c04c1,10
0x6d6251f46971879d3828824a5d9e97e04e816335,70
