Block = 5831852,Price = 0.071747
Address,XP
0x1c041dc0ea476c4d4d87e76ce1a89dc4def02fd1,40
0x0d349331310abd72872da19cf4e4980a79105d49,1795
0xd915f417ccba5966dddba3135755c22b4f25fc5b,15
0x44a0ab343ba3c4d86e2eb7835ee995a22c6a72fb,70
0x333b14873329cf9fab7b4787e5c9e0166ac902f3,5
0x5503e1185c486c327b999b094b151474c1b9bb1f,2125
0x0cb42ca590f632da35a1d8ecc79f5a57839c65e2,10
0x14a83cc134cb0c54d43982eadef35b63370653a2,25
0x7b9bb19911763a372e35f95d0e31031c0884b6ec,105
0xca6ff42933c0c76e9ae059b495476fad3e366494,5
0xed11819fc61943ab7944ba944a104ad5c75af6b3,1435
0xb4797cc5cb901d10372edbc4229181841b5af9d3,105
0x265169705a0bbb351f4f7fbf07b0d43ecb74a820,1435
0x6e92faa18fab7b8a2357cc78630fd73ea2a23e25,5
0x383bfc1d3ca6925d5bdce6010d0255438dd96c3a,485
0x39ce004870283a3094b2c9d9e7c3327490fd9f34,1475
